mir,disease,PMID,AB,TI,HMDD label,miRAIDD label,completion
hsa-mir-15a,"Leukemia, Lymphocytic, Chronic, B-Cell",18362358,"MicroRNAs (miRNAs) are short noncoding RNAs regulating gene expression that play roles in human diseases, including cancer. Each miRNA is predicted to regulate hundreds of transcripts, but only few have experimental validation. In chronic lymphocytic leukemia (CLL), the most common adult human leukemia, miR-15a and miR-16-1 are lost or down-regulated in the majority of cases. After our previous work indicating a tumor suppressor function of miR-15a/16-1 by targeting the BCL2 oncogene, here, we produced a high-throughput profiling of genes modulated by miR-15a/16-1 in a leukemic cell line model (MEG-01) and in primary CLL samples. By combining experimental and bioinformatics data, we identified a miR-15a/16-1-gene signature in leukemic cells. Among the components of the miR-15a/16-1 signature, we observed a statistically significant enrichment in AU-rich elements (AREs). By examining the Gene Ontology (GO) database, a significant enrichment in cancer genes (such as MCL1, BCL2, ETS1, or JUN) that directly or indirectly affect apoptosis and cell cycle was found.",MiR-15a and miR-16-1 cluster functions in human leukemia.,no,1.0,"Yes, hsa-mir-15a plays a causal role in chronic lymphocytic leukemia by targeting the BCL2 oncogene, as demonstrated by experimental validation in the study."
hsa-mir-16-1,"Leukemia, Lymphocytic, Chronic, B-Cell",18362358,"MicroRNAs (miRNAs) are short noncoding RNAs regulating gene expression that play roles in human diseases, including cancer. Each miRNA is predicted to regulate hundreds of transcripts, but only few have experimental validation. In chronic lymphocytic leukemia (CLL), the most common adult human leukemia, miR-15a and miR-16-1 are lost or down-regulated in the majority of cases. After our previous work indicating a tumor suppressor function of miR-15a/16-1 by targeting the BCL2 oncogene, here, we produced a high-throughput profiling of genes modulated by miR-15a/16-1 in a leukemic cell line model (MEG-01) and in primary CLL samples. By combining experimental and bioinformatics data, we identified a miR-15a/16-1-gene signature in leukemic cells. Among the components of the miR-15a/16-1 signature, we observed a statistically significant enrichment in AU-rich elements (AREs). By examining the Gene Ontology (GO) database, a significant enrichment in cancer genes (such as MCL1, BCL2, ETS1, or JUN) that directly or indirectly affect apoptosis and cell cycle was found.",MiR-15a and miR-16-1 cluster functions in human leukemia.,no,1.0,"Since the authors showed a tumor suppressor function of miR-15a/16-1 by targeting the BCL2 oncogene and identified a miR-15a/16-1-gene signature in leukemic cells, with components enriched in cancer genes that directly affect apoptosis and cell cycle, hsa-mir-16-1 is causal in chronic lymphocytic leukemia (CLL)."
hsa-let-7e,Ovarian Neoplasms,18823650,"OBJECTIVES: Chemotherapy is the preferred therapeutic approach for the therapy of advanced ovarian cancer, but a successful long-term treatment is prevented by the development of drug resistance. Recent works have underlined the involvement of non-coding RNAs, microRNAs (miRNAs) in cancer development, with several conjectures regarding their possible involvement in the evolution of drug resistance. This work was aimed to identify selected microRNAs involved in the development of chemoresistance in ovarian cancer. METHODS: High-throughput analysis of the miRNA profile in a panel of paclitaxel- (A2780TAX, A2780TC1 and A2780TC3) and cisplatin-resistant (A2780CIS) cells was assessed using a microarray platform and subsequent validation with qPCR and Northern blots. Downstream target validation was performed for miR-130a and the target M-CSF.] RESULTS: Six miRNAs (let-7e, miR-30c, miR-125b, miR-130a and miR-335) were always diversely expressed in all the resistant cell lines. Let-7e was upregulated in A2780TAX cells, while it was downregulated in the other resistant cell lines. The opposite phenomenon was obtained for miR-125b, which was downregulated in A2780TAX and upregulated in the other cell lines. The miR-30c, miR-130a and miR-335 were downregulated in all the resistant cell lines, thereby suggesting a direct involvement in the development of chemoresistance. Finally downstream target validation was proven for the miR-130a, whose downregulation was linked to the translational activation of the M-CSF gene, a known resistance factor for ovarian cancer. CONCLUSIONS: Our results indicate that ovarian cancer drug resistance is associated with a distinct miRNA fingerprint, and miRNA microarrays could represent a prognostic tool to monitor the chemotherapy outcome.",Role of microRNAs in drug-resistant ovarian cancer cells.,no,1.0,It is unclear whether hsa-let-7e plays a causal role in drug-resistant ovarian cancer based on the information presented in the abstract. The authors only reported that let-7e was upregulated in A2780TAX cells and downregulated in the other resistant cell lines. Further experimentation would be required to determine whether let-7e causally influences drug resistance in ovarian cancer.
hsa-mir-10a,"Leukemia, Myeloid, Chronic-Phase",19074828,"MicroRNAs (miRNA) are small noncoding, single-stranded RNAs that inhibit gene expression at a posttranscriptional level, whose abnormal expression has been described in different tumors. The aim of our study was to identify miRNAs potentially implicated in chronic myeloid leukemia (CML). We detected an abnormal miRNA expression profile in mononuclear and CD34(+) cells from patients with CML compared with healthy controls. Of 157 miRNAs tested, hsa-miR-10a, hsa-miR-150, and hsa-miR-151 were down-regulated, whereas hsa-miR-96 was up-regulated in CML cells. Down-regulation of hsa-miR-10a was not dependent on BCR-ABL1 activity and contributed to the increased cell growth of CML cells. We identified the upstream stimulatory factor 2 (USF2) as a potential target of hsa-miR-10a and showed that overexpression of USF2 also increases cell growth. The clinical relevance of these findings was shown in a group of 85 newly diagnosed patients with CML in which expression of hsa-miR-10a was down-regulated in 71% of the patients, whereas expression of USF2 was up-regulated in 60% of the CML patients, with overexpression of USF2 being significantly associated with decreased expression of hsa-miR-10a (P = 0.004). Our results indicate that down-regulation of hsa-miR-10a may increase USF2 and contribute to the increase in cell proliferation of CML implicating a miRNA in the abnormal behavior of CML.",Down-regulation of hsa-miR-10a in chronic myeloid leukemia CD34+ cells increases,no,1.0,"Yes, hsa-mir-10a plays a causal role in chronic myeloid leukemia, as its down-regulation contributes to the increased cell proliferation of CML cells."
hsa-mir-199b,Choriocarcinoma,19900756,"We compared microRNA profiles between choriocarcinoma and non-cancerous trophoblasts, and revealed that miR-199b was underexpressed in choriocarcinoma. By computational prediction and microarray studies, SET (protein phosphatase 2A inhibitor) was shown to be one of the target genes regulated by miR-199b. Ectopic expression of miR-199b inhibited endogenous SET protein levels and the activity of the luciferase reporter containing the 3'-UTR of SET. Further comparisons of formalin-fixed paraffin-embedded human choriocarcinoma, mole, and non-cancer trophoblast tissues confirmed the initial findings of low miR-199b expression and SET upregulation in choriocarcinomas, suggesting that microRNA-dysregulated SET protein may account for the rapid growth seen with choriocarcinomas.",Decreased expression of microRNA-199b increases protein levels of SET (protein phosphatase 2A inhibitor) in human choriocarcinoma.,no,1.0,"Yes, hsa-mir-199b is causal in choriocarcinoma as it regulates the protein levels of SET, which is dysregulated in the disease and may contribute to its rapid growth."
hsa-mir-27a,Leukemia,21070600,"Multidrug resistance (MDR) and disease relapse are challenging clinical problems in the treatment of leukaemia. Relapsed disease is frequently refractory to chemotherapy and exhibits multiple drug resistance. Therefore, it is important to identify the mechanism by which cancer cells develop resistance. In this study, we used microRNA (miRNA) microarray and qRT-PCR approaches to investigate the expression of miRNAs in three leukaemia cell lines with different degrees of resistance to doxorubicin (DOX) compared with their parent cell line, K562. The expression of miR-331-5p and miR-27a was inversely correlated with the expression of a drug-resistant factor, P-glycoprotein (P-gp), in leukaemia cell lines with gradually increasing resistance. The development of drug resistance is regulated by the expression of the P-gp. Transfection of the K562 and, a human promyelocytic cell line (HL) HL60 DOX-resistant cells with miR-331-5p and miR-27a, separately or in combination, resulted in the increased sensitivity of cells to DOX, suggesting that correction of altered expression of miRNAs may be used for therapeutic strategies to overcome leukaemia cell resistance. Importantly, miR-331-5p and miR-27a were also expressed at lower levels in a panel of relapse patients compared with primary patients at diagnosis, further illustrating that leukaemia relapse might be a consequence of deregulation of miR-331-5p and miR-27a.",Down-regulated miR-331-5p and miR-27a are associated with chemotherapy resistance,no,1.0,"Since the authors used hsa-mir-27a mimic to increase sensitivity of leukemia cells to chemotherapy and lower levels of hsa-mir-27a were found in relapse patients, hsa-mir-27a plays a causal role in chemotherapy resistance in leukemia."
hsa-mir-331,Leukemia,21070600,"Multidrug resistance (MDR) and disease relapse are challenging clinical problems in the treatment of leukaemia. Relapsed disease is frequently refractory to chemotherapy and exhibits multiple drug resistance. Therefore, it is important to identify the mechanism by which cancer cells develop resistance. In this study, we used microRNA (miRNA) microarray and qRT-PCR approaches to investigate the expression of miRNAs in three leukaemia cell lines with different degrees of resistance to doxorubicin (DOX) compared with their parent cell line, K562. The expression of miR-331-5p and miR-27a was inversely correlated with the expression of a drug-resistant factor, P-glycoprotein (P-gp), in leukaemia cell lines with gradually increasing resistance. The development of drug resistance is regulated by the expression of the P-gp. Transfection of the K562 and, a human promyelocytic cell line (HL) HL60 DOX-resistant cells with miR-331-5p and miR-27a, separately or in combination, resulted in the increased sensitivity of cells to DOX, suggesting that correction of altered expression of miRNAs may be used for therapeutic strategies to overcome leukaemia cell resistance. Importantly, miR-331-5p and miR-27a were also expressed at lower levels in a panel of relapse patients compared with primary patients at diagnosis, further illustrating that leukaemia relapse might be a consequence of deregulation of miR-331-5p and miR-27a.",Down-regulated miR-331-5p and miR-27a are associated with chemotherapy resistance and relapse in leukaemia.,no,1.0,"Yes, hsa-mir-331 plays a causal role in chemotherapy resistance and relapse in leukaemia. The study showed that transfection of resistant cells with miR-331-5p resulted in increased sensitivity to doxorubicin, suggesting that correcting the altered expression of miRNAs may be used for therapeutic strategies to overcome drug resistance. Additionally, the lower expression of miR-331-5p in patients with relapsed leukaemia compared to primary patients suggests it plays a role in disease relapse."
hsa-mir-424,Hemangioma,21179471,"BACKGROUND: Senile hemangioma, so-called cherry angioma, is known as the most common vascular anomalies specifically seen in the aged skin. The pathogenesis of its abnormal angiogenesis is still unclear. METHODOLOGY/PRINCIPAL FINDINGS: In this study, we found that senile hemangioma consisted of clusters of proliferated small vascular channels in upper dermis, indicating that this tumor is categorized as a vascular tumor. We then investigated the mechanism of endothelial proliferation in senile hemangioma, focusing on microRNA (miRNA). miRNA PCR array analysis revealed the mir-424 level in senile hemangioma was lower than in other vascular anomalies. Protein expression of MEK1 and cyclin E1, the predicted target genes of mir-424, was increased in senile hemangioma compared to normal skin or other anomalies, but their mRNA levels were not. The inhibition of mir-424 in normal human dermal microvascular ECs (HDMECs) using specific inhibitor in vitro resulted in the increase of protein expression of MEK1 or cyclin E1, while mRNA levels were not affected by the inhibitor. Specific inhibitor of mir-424 also induced the cell proliferation of HDMECs significantly, while the cell number was decreased by the transfection of siRNA for MEK1 or cyclin E1. CONCLUSIONS/SIGNIFICANCE: Taken together, decreased mir-424 expression and increased levels of MEK1 or cyclin E1 in senile hemangioma may cause abnormal cell proliferation in the tumor. Senile hemangioma may be the good model for cutaneous angiogenesis. Investigation of senile hemangioma and the regulatory mechanisms of angiogenesis by miRNA in the aged skin may lead to new treatments using miRNA by the transfection into senile hemangioma.",Down-regulation of mir-424 contributes to the abnormal angiogenesis via MEK1 and cyclin E1 in senile hemangioma: its implications to therapy.,no,1.0,"Yes, hsa-mir-424 plays a causal role in senile hemangioma as its downregulation leads to increased protein expression of MEK1 and cyclin E1, resulting in abnormal cell proliferation in the tumor."
hsa-mir-503,Diabetes Mellitus,21220732,"BACKGROUND: Diabetes mellitus impairs endothelial cell (EC) function and postischemic reparative neovascularization by molecular mechanisms that are not fully understood. microRNAs negatively regulate the expression of target genes mainly by interaction in their 3' untranslated region. METHODS AND RESULTS: We found that microRNA-503 (miR-503) expression in ECs is upregulated in culture conditions mimicking diabetes mellitus (high D-glucose) and ischemia-associated starvation (low growth factors). Under normal culture conditions, lentivirus-mediated miR-503-forced expression inhibited EC proliferation, migration, and network formation on Matrigel (comparisons versus lentivirus.GFP control). Conversely, blocking miR-503 activity by either adenovirus-mediated transfer of a miR-503 decoy (Ad.decoymiR-503) or by antimiR-503 (antisense oligonucleotide) improved the functional capacities of ECs cultured under high D-glucose/low growth factors. We identified CCNE1 and cdc25A as direct miR-503 targets which are downregulated by high glucose/low growth factors in ECs. Next, we obtained evidence that miR-503 expression is increased in ischemic limb muscles of streptozotocin-diabetic mice and in ECs enriched from these muscles. Moreover, Ad.decoymiR-503 delivery to the ischemic adductor of diabetic mice corrected diabetes mellitus-induced impairment of postischemic angiogenesis and blood flow recovery. We finally investigated miR-503 and target gene expression in muscular specimens from the amputated ischemic legs of diabetic patients. As controls, calf biopsies of nondiabetic and nonischemic patients undergoing saphenous vein stripping were used. In diabetic muscles, miR-503 expression was remarkably higher, and it inversely correlated with cdc25 protein expression. Plasma miR-503 levels were also elevated in the diabetic individuals. CONCLUSIONS: Our data suggest miR-503 as a possible therapeutic target in diabetic patients with critical limb ischemia.",Deregulation of microRNA-503 contributes to diabetes mellitus-induced impairment of endothelial function and reparative angiogenesis after limb ischemia.,no,1.0,"Since the authors showed that blocking miR-503 activity improved functional capacities of endothelial cells cultured under high D-glucose/low growth factors and that Ad.decoymiR-503 delivery corrected diabetes mellitus-induced impairment of postischemic angiogenesis, hsa-mir-503 is causal for the impairment of endothelial function and reparative angiogenesis in diabetes mellitus-induced limb ischemia."
hsa-mir-16-1,"Leukemia-Lymphoma, Adult T-Cell",21441948,"AIM: To examine the effects of triptolide (TPL) on T-cell leukemia cells and identify their underlying mechanisms. METHODS: The cytotoxicity of TPL was assessed by MTT assay. Cell apoptosis was determined using annexin V and DAPI staining and analyzed by flow cytometry or fluorescence microscopy. The activation of caspase pathways and the expression of nuclear factor κB (NF-κB) p65 were examined by Western blotting. Differences in microRNA (miRNA) expression in Molt-4 and Jurkat cells before and after TPL treatment were identified using microarrays and real-time RT-PCR, respectively. RESULTS: TPL 20-160 nmol/L treatment potently inhibited cell growth and induced apoptosis in T-cell lymphocytic leukemia cell lines. Molt-4 and Jurkat cells, however, were more sensitive to TPL than L428 and Raji cells. After 24 h of treatment, bortezomib abrogated the growth of Molt-4 and Jurkat cells with an IC(50) of 15.25 and 24.68 nmol/L, respectively. Using Molt-4 cells, we demonstrated that treatment 20-80 nmol/L inhibited the translocation of NF-κB p65 from the cytoplasm to the nucleus and that phosphorylated NF-κB p65 in nuclear extracts was down-regulated in a dose-dependent manner. Similar results were also seen in Jurkat cells but not in L428 cells, as these cells are resistant to TPL and bortezomib (a NF-κB inhibitor). Twenty-three miRNAs were differentially expressed after TPL treatment. Functional analysis revealed that TPL treatment could inhibit expression of miR-16-1* and that transfection of miR-16-1* led to significantly decreased apoptosis induced by TPL. CONCLUSION: Our in vitro studies suggest that TPL might be an effective therapeutic agent for treatment of T-cell lymphocytic leukemia and that its cytotoxic effects could be associated with inhibition of NF-κB and down-regulation of miR-16-1*.",Triptolide inhibits the proliferation of cells from lymphocytic leukemic cell,no,1.0,"Since the authors identified that treatment with TPL inhibits expression of miR-16-1* and that transfection of miR-16-1* leads to significantly decreased apoptosis induced by TPL, hsa-mir-16-1 plays a causal role in T-cell lymphocytic leukemia."
hsa-mir-508,"Carcinoma, Renal Cell",22369946,"MicroRNAs (miRNAs) have emerged as powerful regulators of multiple processes linked to human cancer, including cell apoptosis, proliferation and migration, suggesting that the regulation of miRNA function could play a critical role in cancer progression. Recent studies have found that human serum/plasma contains stably expressed miRNAs. If they prove indicative of disease states, miRNAs measured from peripheral blood samples may be a source for routine clinical detection of cancer. Our studies showed that both miR-508-3p and miR-509-3p were down-regulated in renal cancer tissues. The level of miR-508-3p but not miR-509-3p in renal cell carcinoma (RCC) patient plasma demonstrated significant differences from that in control plasma. In addition, the overexpression of miR-508-3p and miR-509-3p suppressed the proliferation of RCC cells (786-0), induced cell apoptosis and inhibited cell migration in vitro. Our data demonstrated that miR-508-3p and miR-509-3p played an important role as tumor suppressor genes during tumor formation and that they may serve as novel diagnostic markers for RCC.",Identification of miR-508-3p and miR-509-3p that are associated with cell invasion and migration and involved in the apoptosis of renal cell carcinoma.,no,1.0,"Yes, since the authors showed that overexpression of hsa-mir-508 suppressed RCC cell proliferation, induced apoptosis, and inhibited cell migration, hsa-mir-508 plays a causal role in renal cell carcinoma."
hsa-let-7b,Prostate Neoplasms,22719071,"MiRNAs regulate cancer cells, but their potential effects on cancer stem/progenitor cells are still being explored. In this study, we used quantitative real-time-PCR to define miRNA expression patterns in various stem/progenitor cell populations in prostate cancer, including CD44+, CD133+, integrin α2β1+, and side population cells. We identified distinct and common patterns in these different tumorigenic cell subsets. Multiple tumor-suppressive miRNAs were downregulated coordinately in several prostate cancer stem/progenitor cell populations, namely, miR-34a, let-7b, miR-106a, and miR-141, whereas miR-301 and miR-452 were commonly overexpressed. The let-7 overexpression inhibited prostate cancer cell proliferation and clonal expansion in vitro and tumor regeneration in vivo. In addition, let-7 and miR-34a exerted differential inhibitory effects in prostate cancer cells, with miR-34a inducing G1 phase cell-cycle arrest accompanied by cell senescence and let-7 inducing G2-M phase cell-cycle arrest without senescence. Taken together, our findings define distinct miRNA expression patterns that coordinately regulate the tumorigenicity of prostate cancer cells.",Distinct microRNA expression profiles in prostate cancer stem/progenitor cells,no,1.0,"Since the authors showed that overexpression of let-7 inhibits prostate cancer cell proliferation and clonal expansion in vitro and tumor regeneration in vivo, hsa-let-7b can be considered a causal miRNA for prostate cancer."
hsa-mir-145,Myasthenia Gravis,24043548,"Emerging evidence demonstrates that miRNAs, a new family of key mRNA regulatory molecules, have crucial roles in controlling and modulating immunity. Their contribution to myasthenia gravis (MG), a T cell-dependent, antibody-mediated nervous system autoimmune disease, has not been thoroughly investigated. In the present study, using a highly sensitive microarray-based approach, we identified 11 miRNAs with differential expression between Peripheral Blood Mononuclear Cells (PBMC) from experimental autoimmune MG (EAMG) rats and control rats. miR-145 is one of the most significantly down-regulated miRNAs in PBMC from EAMG rats. Down-regulation of miR-145 expression was confirmed in PBMC and CD4+CD25- T cells (T effector cells) from both EAMG rats and MG patients by real-time PCR. Bioinformatics target prediction identified two crucial immune-related molecules-CD28 and NFATc1, as putative targets of miR-145. Furthermore, miR-145 inhibited CD28 and NFATc1 expression by directly targeting their 3'-UTRs, which was abolished by mutation of the miR-145 and CD28/NFATc1 binding sites. In vitro up-regulation of miR-145 in CD4+ T cells can significantly reduce CD28 protein levels accompanied by decreased proliferative response. In a dendritic cell (DC)-T cell coculture system, overexpression of miR-145 in AChR-specific CD4+ T cells suppresses NFATc1 expression and T Helper 17 cells level. Finally, we observed that administration of lentiviral-miR-145 decreased the severity of ongoing, established EAMG with decreased IL-17 production, and also decreased serum anti-AChR IgG levels. Our studies provide an important new insight into the pathogenesis of EAMG and MG, which may open a new perspective for the development of effective gene therapy for EAMG/MG.",Identification of novel MicroRNA signatures linked to experimental autoimmune,no,1.0,"Since the authors used lentiviral-miR-145 to decrease the severity of ongoing, established experimental autoimmune myasthenia gravis (EAMG) in rats and also confirmed down-regulation of miR-145 expression in PBMC and CD4+CD25- T cells from both EAMG rats and MG patients, hsa-mir-145 causes EAMG and MG."
hsa-mir-320a,Multiple Sclerosis,25468268,"B cells are necessary to maintain disease activity in relapsing multiple sclerosis (MS) and produce matrix metallopeptidase-9 (MMP-9), which disrupts the blood-brain barrier. MMP-9 protein expression was increased and expression of microRNA-320a (miR-320a), which targets MMP-9 mRNA, was significantly decreased in B lymphocytes of MS patients during a disease relapse compared to remission. Functional significance of these findings was demonstrated by transfecting human B lymphocytes with miR-320a inhibitor, which led to increased MMP-9 expression and secretion. In summary, expression of miR-320a is decreased in B cells of MS patients and may contribute to increased blood-brain barrier permeability and neurological disability.",MMP-9 expression is increased in B lymphocytes during multiple sclerosis exacerbation and is regulated by microRNA-320a.,no,1.0,"Yes, hsa-mir-320a is causal in multiple sclerosis as it regulates the expression of MMP-9 in B lymphocytes, which is involved in disrupting the blood-brain barrier during disease relapse."
hsa-mir-181c,Myasthenia Gravis,25962782,"miR-181c is a newly identified negative regulator of immune cell activation. In this study, we aimed to investigate the expression and functional role of miR-181c in myasthenia gravis (MG). miR-181c showed significant downregulation in peripheral blood mononuclear cells (PBMCs) from MG patients compared with healthy controls, with lower expression in generalized patients than in ocular ones. MG patients also had increased serum IL-7 and IL-17 levels. Additionally, serum IL-7 level presents a positive correlation with the serum IL-17 level. miR-181c levels were negatively correlated with serum levels of IL-7 and IL-17 in either generalized patients or ocular patients. A luciferase reporter assay revealed that miR-181c could directly bind to the 3'-UTR of interleukin-7. Forced expression of miR-181c led to decreased IL-7 and IL-17 release in cultured PBMCs, while depletion of miR-181c increased the secretion of these two proinflammatory cytokines. The results from our study suggested for the first time that miR-181c was able to negatively regulate the production of proinflammatory cytokines IL-7 and IL-17 in MG patients, and it is a novel potential therapeutic target for MG.",Decreased microRNA miR-181c expression in peripheral blood mononuclear cells,no,1.0,"Since the authors show that miR-181c negatively regulates the production of proinflammatory cytokines IL-7 and IL-17 in cultured PBMCs and depletion of miR-181c increases the secretion of these two cytokines, miR-181c is causal for myasthenia gravis."
hsa-mir-126,Cardiovascular Diseases [unspecific],28065883,"AIM: Microangiopathy due to endothelial dysfunction is a major contributing factor to the development of diabetes-induced cardiovascular disease (CVD). Dysregulation of endothelial-specific microRNAs (miRs) is correlated with impaired angiogenesis and cell survival. We investigated the profile of two angiomiRs, miR-126, and miR-132, in the plasma of type 2 diabetic individuals without any known history of CVD as well as in the cardiac tissues collected from diabetics undergoing cardiac surgery. METHODS AND RESULTS: The presence of diabetes alone significantly decreased both angiomiRs in the plasma and the myocardium. The down-regulation of angiomiRs was also associated with reduced capillaries and arterioles and increased endothelial cell apoptosis, the hallmark of microangiopathy. Importantly, a time course study in a type 2 diabetic mouse model confirmed that the down-regulation of angiomiRs preceded endothelial apoptosis as well as alterations in the density of the microvasculature. Finally, therapeutic overexpression of both angiomiRs in diabetic aortic rings and human umbilical vein endothelial cells exposed to high glucose (HG) abrogated the deleterious effects of diabetes and HG on cell survival and proliferation and restored their angiogenic potential. CONCLUSIONS: These novel findings demonstrate that the down-regulation of angiomiRs is a major underlying mechanism for the development of microangiopathy in diabetic hearts. Therefore, therapeutic restoration of angiomiRs could become a potential approach to combat the cardiovascular complications of diabetes.",Down-regulation of proangiogenic microRNA-126 and microRNA-132 are early,no,1.0,"Yes, hsa-mir-126 plays a causal role in the development of microangiopathy in diabetic hearts."
hsa-mir-150,"Leukemia, Myeloid, Chronic",30049824,"The fusion oncoprotein BCR-ABL1 exhibits aberrant tyrosine kinase activity and it has been proposed that it deregulates signaling networks involving both transcription factors and non-coding microRNAs that result in chronic myeloid leukemia (CML). Previously, microRNA expression profiling showed deregulated expression of miR-150 and miR-155 in CML. In this study, we placed these findings into the broader context of the MYC/miR-150/MYB/miR-155/PU.1 oncogenic network. We propose that up-regulated MYC and miR-155 in CD34(+) leukemic stem and progenitor cells, in concert with BCR-ABL1, impair the molecular mechanisms of myeloid differentiation associated with low miR-150 and PU.1 levels. We revealed that MYC directly occupied the -11.7 kb and -0.35 kb regulatory regions in the MIR150 gene. MYC occupancy was markedly increased through BCR-ABL1 activity, causing inhibition of MIR150 gene expression in CML CD34(+) and CD34(-) cells. Furthermore, we found an association between reduced miR-150 levels in CML blast cells and their resistance to tyrosine kinase inhibitors (TKIs). Although TKIs successfully disrupted BCR-ABL1 kinase activity in proliferating CML cells, this treatment did not efficiently target quiescent leukemic stem cells. The study presents new evidence regarding the MYC/miR-150/MYB/miR-155/PU.1 leukemic network established by aberrant BCR-ABL1 activity. The key connecting nodes of this network may serve as potential druggable targets to overcome resistance of CML stem and progenitor cells.",BCR-ABL1 mediated miR-150 downregulation through MYC contributed to myeloid,no,1.0,"Yes, hsa-mir-150 plays a causal role in chronic myeloid leukemia (CML) through its downregulation via BCR-ABL1 mediated MYC signaling, which impairs myeloid differentiation associated with low miR-150 levels."
hsa-mir-19a,Leukemia,21176349,"The aim of the research was to ascertain different expression levels of miRNA-17-19b in different cell lines and to observe the changes of miR-17-19b expression in the cell line K562 with high expression level of miR-17-19b after 5-azacytidine (5-aza) treatment. Total RNA was extracted from K562, HL-60, NB-4 and HeLa cell lines, white blood cells of peripheral blood from patient with chronic myeloid leukemia (CML) and mobilized white blood cells of peripheral blood from normal persons, respectively. Total RNA was polyadenylated by poly (A) polymerases and the expressions of miR-17-19b in the cell lines and the above mentioned cells were detected by SYBR-green real-time PCR. The K562 cell line was treated with 2.5 µmol/L 5-aza for 24, 48 and 72 hours, then were collected at 96 hours. The changes of miR-17-19b expression were determined by real-time PCR after 5-aza treatment. K562 cell line proliferation was observed after inhibition of miR-19a function. The results showed that the expression levels of miRNA-17-19b in K562 cells and white blood cells of peripheral blood from CML patients were higher than those in mobilized white blood cells of peripheral blood from normal person. The expression level of miR-17-19b in K562 cells with high expression of miR-17-19b was down-regulated after 5-aza treatment. The proliferation of K562 cells was inhibited through suppression of miR-19a function. It is concluded that expression level of miR-17-19b is higher in K562 cell line and white blood cells of peripheral blood from CML patients than that in white blood cells of peripheral blood from normal person. Expression of miR-17-19b is inhibited in K562 cell line after 5-aza treatment. Inhibition of miR-19a in vitro can suppress the proliferation of K562 cell line.",[5-azacytidine suppresses K562 cell line proliferation by down-regulation of,no,1.0,"Since the authors used inhibition of hsa-mir-19a to suppress the proliferation of K562 cell line, hsa-mir-19a plays a causal role in chronic myeloid leukemia (CML)."
hsa-mir-27b,"Carcinoma, Oral",22902387,"We combined an iTRAQ-based quantitative proteomic analysis and the miRNA determination to profile potentially novel biomarker from oral cancer. There are 757 and 674 unique proteins identified from proteomic analysis, and 13 proteins displayed consistent underexpression (<0.67 fold) in normal tissues in comparison with the corresponding tumor tissues. After preliminary screening, EGFR, OAT, TPT1, ITGA6, G3BP1 and CB39L were the six genes validated in the 37 oral cancer patients (T1, n=10; T2, n=10; T3, n=10 and T4, n=7). The TPT1, ITGA6 and CAB39L genes were displayed the higher transcriptions level in the tumor tissues and the TPT1, ITGA6 and CAB39L proteins were also shown overexpression in the tumor tissues from the same patients. The miR-19a, 19b, 27a, 27b, 186, 203 and 377 transcripts were predicted and the miR-27b level was shown to significantly reduce in the tumor tissues and the plasma of OSCC patients. In the in vitro study, the overexpression of miR-27b only significantly decreased TCTP protein and gene levels in both HSC-3 and Cal-27 cell lines. Our results demonstrate that human miR-27b regulates the expression of the TCTP tumor protein, and circulating miR-27b may be useful as a biomarker for oral cancer research.",miR-27b-regulated TCTP as a novel plasma biomarker for oral cancer: from,no,1.0,"Yes, hsa-mir-27b causes oral cancer as it is shown to regulate the expression of TCTP tumor protein, which is overexpressed in tumor tissues of oral cancer patients. Additionally, circulating miR-27b is suggested as a potential biomarker for oral cancer research."
hsa-mir-425,Gastric Neoplasms,24603541,"Gastric cancer (GC) is among the most frequent types of cancer worldwide. Therefore, understanding the biology of GC tumorigenesis is important for appropriate diagnosis and patient surveillance. The miR-191/425 cluster has been reported to be overexpressed in various human cancers, but the tumorigenic role and clinical significance of miR-191/425 overexpression in gastric carcinogenesis is currently undefined. In this study, the expression of miR-191 and miR-425 in GC tissue and serum was assessed, and the relationship between miRNA expression and clinicopathological data was analyzed. We found that miR-191 and miR-425 were both significantly increased in human GC tissues relative to adjacent normal controls. In addition, miR-191 levels correlated with GC tumor stage and metastatic state. Furthermore, the level of serum miR-191 was significantly higher in the GC group than in the control group when using serum miR-16 as an endogenous control. Finally, inhibition of miR-191 or miR-425 in the GC cell lines HGC-27 not only reduced cell proliferation and cell cycle progression but also impaired cell migration and invasion. Taken together, our results revealed the oncogenic roles of miR-191 and miR-425 in gastric carcinogenesis, and indicated the potential use of serum miR-191 as a novel and stable biomarker for GC diagnosis.",Role of miR-191/425 cluster in tumorigenesis and diagnosis of gastric cancer.,no,1.0,"Since the authors used knockdown of miR-425 to reduce cell proliferation, cell cycle progression, cell migration, and invasion in GC cell lines, hsa-mir-425 causes gastric cancer."
