mir,disease
hsa-mir-122,Hemangioma
hsa-mir-122,Myxoma
hsa-mir-122,"Diabetes Mellitus, Type 2"
hsa-mir-122,Peritoneal Fibrosis
hsa-mir-122,"Leukemia, Myeloid, Acute"
hsa-mir-122,Prostatic Neoplasms
hsa-mir-122,Breast Neoplasms
hsa-mir-122,Mouth Neoplasms
hsa-mir-122,Fatty Liver
hsa-mir-122,Nasopharyngeal Carcinoma
hsa-mir-122,Obesity
hsa-mir-122,Cholangiocarcinoma
hsa-mir-122,Heart Neoplasms
hsa-mir-122,Hepatitis E
hsa-mir-122,Precancerous Conditions
hsa-mir-122,Cardiomyopathies
hsa-mir-122,Brain Neoplasms
hsa-mir-122,"Lymphoma, T-Cell, Cutaneous"
hsa-mir-122,Vitamin D Deficiency
hsa-mir-122,Carcinoma
hsa-mir-122,Spinal Cord Injuries
hsa-mir-122,Heart Failure
hsa-mir-122,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-130a,Carotid Artery Injuries
hsa-mir-130a,Atherosclerosis
hsa-mir-130a,"Carcinoma, Hepatocellular"
hsa-mir-130a,"Carcinoma, Renal Cell"
hsa-mir-130a,Cleft Palate
hsa-mir-130a,Neoplasm Invasiveness
hsa-mir-130a,Colonic Neoplasms
hsa-mir-130a,Thyroid Neoplasms
hsa-mir-130a,Stomach Neoplasms
hsa-mir-130a,Retinoblastoma
hsa-mir-130a,"Cystadenocarcinoma, Serous"
hsa-mir-130a,Osteosarcoma
hsa-mir-130a,Triple Negative Breast Neoplasms
hsa-mir-130a,Glucose Intolerance
hsa-mir-130a,Coronary Artery Disease
hsa-mir-130a,Esophageal Neoplasms
hsa-mir-130a,Hepatitis B
hsa-mir-130a,Nasopharyngeal Neoplasms
hsa-mir-130a,Crohn Disease
hsa-mir-130a,Venous Thrombosis
hsa-mir-130a,Bile Duct Neoplasms
hsa-mir-130a,Carcinogenesis
hsa-mir-130a,Colorectal Neoplasms
hsa-mir-130a,"Keratosis, Actinic"
hsa-mir-130a,Adenoma
hsa-mir-130a,"Renal Insufficiency, Chronic"
hsa-mir-130a,Brain Ischemia
hsa-mir-130a,Hepatitis C
hsa-mir-130a,Glioma
hsa-mir-130a,Rectal Neoplasms
hsa-mir-130a,Graves Ophthalmopathy
hsa-mir-130a,Kidney Neoplasms
hsa-mir-130a,Skin Neoplasms
hsa-mir-130a,Neoplasm Metastasis
hsa-mir-130a,"Sleep Apnea, Obstructive"
hsa-mir-130a,Liver Cirrhosis
hsa-mir-130a,Melanoma
hsa-mir-130a,Lung Neoplasms
hsa-mir-130a,"Carcinoma, Squamous Cell"
hsa-mir-130a,Bone Neoplasms
hsa-mir-130a,Ovarian Neoplasms
hsa-mir-130a,Liver Neoplasms
hsa-mir-130a,Parkinson Disease
hsa-mir-130a,"Glomerulonephritis, Membranous"
hsa-mir-130a,Urinary Bladder Neoplasms
hsa-mir-130a,Pituitary Neoplasms
hsa-mir-130a,Uterine Cervical Neoplasms
hsa-mir-130a,"Hypoxia, Brain"
hsa-mir-130a,"Cell Transformation, Neoplastic"
hsa-mir-130a,Squamous Cell Carcinoma of Head and Neck
hsa-mir-130a,"Hypertension, Pulmonary"
hsa-mir-130a,Lymphatic Metastasis
hsa-mir-130a,"Osteoarthritis, Knee"
hsa-mir-130a,Retinal Neoplasms
hsa-mir-130a,Osteoarthritis
hsa-mir-130a,Escherichia coli Infections
hsa-mir-130a,Psoriasis
hsa-mir-130a,Hemangioma
hsa-mir-130a,Cerebral Hemorrhage
hsa-mir-130a,"Diabetes Mellitus, Type 2"
hsa-mir-130a,"Leukemia, Myeloid, Acute"
hsa-mir-130a,Prostatic Neoplasms
hsa-mir-130a,Breast Neoplasms
hsa-mir-130a,Pulmonary Fibrosis
hsa-mir-130a,"Leukemia, Lymphocytic, Chronic, B-Cell"
hsa-mir-130a,Non-alcoholic Fatty Liver Disease
hsa-mir-130a,Nasopharyngeal Carcinoma
hsa-mir-130a,"Mammary Neoplasms, Experimental"
hsa-mir-130a,"Neoplasms, Glandular and Epithelial"
hsa-mir-130a,"Carcinoma, Medullary"
hsa-mir-130a,"Carcinoma, Ovarian Epithelial"
hsa-mir-130a,Cholangiocarcinoma
hsa-mir-130a,Uveal Neoplasms
hsa-mir-130a,Esophageal Squamous Cell Carcinoma
hsa-mir-130a,"Pulmonary Disease, Chronic Obstructive"
hsa-mir-130a,Myocardial Ischemia
hsa-mir-130a,Cardiomyopathies
hsa-mir-130a,Ischemia
hsa-mir-130a,Head and Neck Neoplasms
hsa-mir-130a,Myocardial Infarction
hsa-mir-130a,Carcinoma
hsa-mir-130a,"Spondylitis, Ankylosing"
hsa-mir-130a,Heart Failure
hsa-mir-130a,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-132,Fragile X Syndrome
hsa-mir-132,Atherosclerosis
hsa-mir-132,"Carcinoma, Hepatocellular"
hsa-mir-132,Neoplasm Invasiveness
hsa-mir-132,"Carcinoma, Pancreatic Ductal"
hsa-mir-132,Atrial Fibrillation
hsa-mir-132,Thyroid Neoplasms
hsa-mir-132,Stomach Neoplasms
hsa-mir-132,Retinoblastoma
hsa-mir-132,Astrocytoma
hsa-mir-132,Osteosarcoma
hsa-mir-132,Retinal Neovascularization
hsa-mir-132,Angiomyolipoma
hsa-mir-132,"Ventricular Dysfunction, Left"
hsa-mir-132,Acute Lung Injury
hsa-mir-132,Ischemic Stroke
hsa-mir-132,Hepatitis B
hsa-mir-132,"Keratitis, Herpetic"
hsa-mir-132,"Cystitis, Interstitial"
hsa-mir-132,"Carcinoma, Intraductal, Noninfiltrating"
hsa-mir-132,Adenocarcinoma
hsa-mir-132,Nasopharyngeal Neoplasms
hsa-mir-132,Bile Duct Neoplasms
hsa-mir-132,Bronchopneumonia
hsa-mir-132,Prostatic Hyperplasia
hsa-mir-132,Pancreatic Neoplasms
hsa-mir-132,Carcinogenesis
hsa-mir-132,Colorectal Neoplasms
hsa-mir-132,"Lymphoma, Mantle-Cell"
hsa-mir-132,"Renal Insufficiency, Chronic"
hsa-mir-132,Brain Ischemia
hsa-mir-132,Glioma
hsa-mir-132,Diabetic Foot
hsa-mir-132,Inflammatory Bowel Diseases
hsa-mir-132,Kidney Neoplasms
hsa-mir-132,Neoplasm Metastasis
hsa-mir-132,Skin Neoplasms
hsa-mir-132,Liver Cirrhosis
hsa-mir-132,Arthritis
hsa-mir-132,Melanoma
hsa-mir-132,Lung Neoplasms
hsa-mir-132,"Parkinson Disease, Secondary"
hsa-mir-132,"Carcinoma, Squamous Cell"
hsa-mir-132,Bone Neoplasms
hsa-mir-132,Ovarian Neoplasms
hsa-mir-132,Liver Neoplasms
hsa-mir-132,Urinary Bladder Neoplasms
hsa-mir-132,Pituitary Neoplasms
hsa-mir-132,Uterine Cervical Neoplasms
hsa-mir-132,Polycystic Ovary Syndrome
hsa-mir-132,"Diabetes Mellitus, Experimental"
hsa-mir-132,Lung Injury
hsa-mir-132,Sepsis
hsa-mir-132,Glioblastoma
hsa-mir-132,"Hypertension, Pulmonary"
hsa-mir-132,Dementia
hsa-mir-132,Osteoarthritis
hsa-mir-132,Retinal Neoplasms
hsa-mir-132,"Influenza, Human"
hsa-mir-132,Eye Infections
hsa-mir-132,Adenocarcinoma of Lung
hsa-mir-132,Intracranial Hemorrhages
hsa-mir-132,"Diabetes Mellitus, Type 2"
hsa-mir-132,Prostatic Neoplasms
hsa-mir-132,Parkinsonian Disorders
hsa-mir-132,Corneal Neovascularization
hsa-mir-132,Neonatal Sepsis
hsa-mir-132,Breast Neoplasms
hsa-mir-132,"Leukemia, Lymphocytic, Chronic, B-Cell"
hsa-mir-132,Mouth Neoplasms
hsa-mir-132,Alzheimer Disease
hsa-mir-132,Pneumonia
hsa-mir-132,Nasopharyngeal Carcinoma
hsa-mir-132,Obesity
hsa-mir-132,Intervertebral Disc Degeneration
hsa-mir-132,"Carcinoma, Ductal, Breast"
hsa-mir-132,"Pulmonary Disease, Chronic Obstructive"
hsa-mir-132,Myocardial Ischemia
hsa-mir-132,Tuberous Sclerosis
hsa-mir-132,Brain Neoplasms
hsa-mir-132,Ischemia
hsa-mir-132,Myocardial Infarction
hsa-mir-132,Laryngeal Neoplasms
hsa-mir-132,Carcinoma
hsa-mir-132,Heart Failure
hsa-mir-132,Colitis
hsa-mir-132,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-137,Endometrial Neoplasms
hsa-mir-137,"Carcinoma, Hepatocellular"
hsa-mir-137,"Carcinoma, Renal Cell"
hsa-mir-137,Neoplasm Invasiveness
hsa-mir-137,Colonic Neoplasms
hsa-mir-137,"Thyroid Cancer, Papillary"
hsa-mir-137,Thyroid Neoplasms
hsa-mir-137,Stomach Neoplasms
hsa-mir-137,Retinoblastoma
hsa-mir-137,Astrocytoma
hsa-mir-137,Hemangioblastoma
hsa-mir-137,Osteosarcoma
hsa-mir-137,Triple Negative Breast Neoplasms
hsa-mir-137,Cognitive Dysfunction
hsa-mir-137,Esophageal Neoplasms
hsa-mir-137,Adenocarcinoma
hsa-mir-137,Intracranial Arteriovenous Malformations
hsa-mir-137,Cerebellar Neoplasms
hsa-mir-137,"Neoplasm Recurrence, Local"
hsa-mir-137,Pancreatic Neoplasms
hsa-mir-137,Carcinogenesis
hsa-mir-137,Colorectal Neoplasms
hsa-mir-137,Neuroendocrine Tumors
hsa-mir-137,"Diabetes, Gestational"
hsa-mir-137,Central Nervous System Neoplasms
hsa-mir-137,Adenoma
hsa-mir-137,"Arthritis, Rheumatoid"
hsa-mir-137,Tongue Neoplasms
hsa-mir-137,Neuroblastoma
hsa-mir-137,Neuralgia
hsa-mir-137,Brain Ischemia
hsa-mir-137,Glioma
hsa-mir-137,Small Cell Lung Carcinoma
hsa-mir-137,Kidney Neoplasms
hsa-mir-137,Hyperalgesia
hsa-mir-137,Skin Neoplasms
hsa-mir-137,Neoplasm Metastasis
hsa-mir-137,Liver Cirrhosis
hsa-mir-137,Melanoma
hsa-mir-137,Lung Neoplasms
hsa-mir-137,Bone Neoplasms
hsa-mir-137,"Carcinoma, Squamous Cell"
hsa-mir-137,Ovarian Neoplasms
hsa-mir-137,Liver Neoplasms
hsa-mir-137,Parkinson Disease
hsa-mir-137,Urinary Bladder Neoplasms
hsa-mir-137,Pituitary Neoplasms
hsa-mir-137,Prolactinoma
hsa-mir-137,Uterine Cervical Neoplasms
hsa-mir-137,Arteriovenous Fistula
hsa-mir-137,"Neoplasms, Experimental"
hsa-mir-137,"Cell Transformation, Neoplastic"
hsa-mir-137,Glioblastoma
hsa-mir-137,Squamous Cell Carcinoma of Head and Neck
hsa-mir-137,Pleural Neoplasms
hsa-mir-137,Medulloblastoma
hsa-mir-137,Lymphatic Metastasis
hsa-mir-137,Osteoarthritis
hsa-mir-137,Oligodendroglioma
hsa-mir-137,Adenocarcinoma of Lung
hsa-mir-137,"Leukemia, Myeloid, Acute"
hsa-mir-137,Myocardial Reperfusion Injury
hsa-mir-137,Prostatic Neoplasms
hsa-mir-137,Gastrointestinal Neoplasms
hsa-mir-137,Gastrointestinal Stromal Tumors
hsa-mir-137,Breast Neoplasms
hsa-mir-137,Spinal Cord Neoplasms
hsa-mir-137,Mouth Neoplasms
hsa-mir-137,Alzheimer Disease
hsa-mir-137,"Mammary Neoplasms, Experimental"
hsa-mir-137,"Neoplasms, Glandular and Epithelial"
hsa-mir-137,"Carcinoma, Ovarian Epithelial"
hsa-mir-137,Cholangiocarcinoma
hsa-mir-137,"Carcinoma, Papillary"
hsa-mir-137,Uveal Neoplasms
hsa-mir-137,Esophageal Squamous Cell Carcinoma
hsa-mir-137,Mesothelioma
hsa-mir-137,Brain Neoplasms
hsa-mir-137,Multiple Myeloma
hsa-mir-137,Head and Neck Neoplasms
hsa-mir-137,Carcinoma
hsa-mir-137,Spinal Cord Injuries
hsa-mir-137,Rheumatic Fever
hsa-mir-137,Stroke
hsa-mir-137,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-137,"Mesothelioma, Malignant"
hsa-mir-140,Hypersensitivity
hsa-mir-140,Intracranial Aneurysm
hsa-mir-140,Carotid Artery Injuries
hsa-mir-140,Atherosclerosis
hsa-mir-140,Hypopharyngeal Neoplasms
hsa-mir-140,"Carcinoma, Hepatocellular"
hsa-mir-140,Peripheral Arterial Disease
hsa-mir-140,"Carcinoma, Renal Cell"
hsa-mir-140,Cleft Palate
hsa-mir-140,Neoplasm Invasiveness
hsa-mir-140,Colonic Neoplasms
hsa-mir-140,"Carcinoma, Pancreatic Ductal"
hsa-mir-140,Retinoblastoma
hsa-mir-140,Stomach Neoplasms
hsa-mir-140,Osteosarcoma
hsa-mir-140,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
hsa-mir-140,Triple Negative Breast Neoplasms
hsa-mir-140,Hyperglycemia
hsa-mir-140,Helicobacter Infections
hsa-mir-140,Wilms Tumor
hsa-mir-140,Coronary Artery Disease
hsa-mir-140,Esophageal Neoplasms
hsa-mir-140,Classical Swine Fever
hsa-mir-140,Ischemic Stroke
hsa-mir-140,Acute Kidney Injury
hsa-mir-140,Hirschsprung Disease
hsa-mir-140,"Carcinoma, Intraductal, Noninfiltrating"
hsa-mir-140,Adenocarcinoma
hsa-mir-140,Pulmonary Blastoma
hsa-mir-140,"Hypertension, Pregnancy-Induced"
hsa-mir-140,Nervous System Neoplasms
hsa-mir-140,Bile Duct Neoplasms
hsa-mir-140,Pancreatic Neoplasms
hsa-mir-140,Carcinogenesis
hsa-mir-140,Colorectal Neoplasms
hsa-mir-140,Ossification of Posterior Longitudinal Ligament
hsa-mir-140,"Diabetes, Gestational"
hsa-mir-140,"Arthritis, Rheumatoid"
hsa-mir-140,Tongue Neoplasms
hsa-mir-140,Coronary Restenosis
hsa-mir-140,Brain Ischemia
hsa-mir-140,Diabetes Mellitus
hsa-mir-140,Glioma
hsa-mir-140,"Carcinoma, Transitional Cell"
hsa-mir-140,Reperfusion Injury
hsa-mir-140,Kidney Neoplasms
hsa-mir-140,Osteoporosis
hsa-mir-140,Neoplasm Metastasis
hsa-mir-140,Cardiotoxicity
hsa-mir-140,Asthma
hsa-mir-140,Pulmonary Arterial Hypertension
hsa-mir-140,Liver Cirrhosis
hsa-mir-140,Melanoma
hsa-mir-140,Lung Neoplasms
hsa-mir-140,Bone Neoplasms
hsa-mir-140,"Carcinoma, Squamous Cell"
hsa-mir-140,Ovarian Neoplasms
hsa-mir-140,Liver Neoplasms
hsa-mir-140,Biliary Tract Neoplasms
hsa-mir-140,Urinary Bladder Neoplasms
hsa-mir-140,Uterine Cervical Neoplasms
hsa-mir-140,"Hypoxia, Brain"
hsa-mir-140,"Diabetes Mellitus, Experimental"
hsa-mir-140,Polycystic Ovary Syndrome
hsa-mir-140,"Neoplasms, Experimental"
hsa-mir-140,"Cell Transformation, Neoplastic"
hsa-mir-140,Pharyngeal Neoplasms
hsa-mir-140,"Obesity, Maternal"
hsa-mir-140,Squamous Cell Carcinoma of Head and Neck
hsa-mir-140,"Hypertension, Pulmonary"
hsa-mir-140,Lymphatic Metastasis
hsa-mir-140,"Hypoxia-Ischemia, Brain"
hsa-mir-140,"Osteoarthritis, Knee"
hsa-mir-140,Osteoarthritis
hsa-mir-140,Retinal Neoplasms
hsa-mir-140,Adenocarcinoma of Lung
hsa-mir-140,Eye Neoplasms
hsa-mir-140,"Lung Diseases, Interstitial"
hsa-mir-140,"Leukemia, Myeloid, Acute"
hsa-mir-140,Prostatic Neoplasms
hsa-mir-140,Diabetic Nephropathies
hsa-mir-140,"Hypertrophy, Left Ventricular"
hsa-mir-140,Breast Neoplasms
hsa-mir-140,Pulmonary Fibrosis
hsa-mir-140,Cartilage Diseases
hsa-mir-140,Non-alcoholic Fatty Liver Disease
hsa-mir-140,Nasopharyngeal Carcinoma
hsa-mir-140,Intervertebral Disc Degeneration
hsa-mir-140,Cholangiocarcinoma
hsa-mir-140,Pre-Eclampsia
hsa-mir-140,Idiopathic Pulmonary Fibrosis
hsa-mir-140,Uveal Neoplasms
hsa-mir-140,Bone Diseases
hsa-mir-140,Esophageal Squamous Cell Carcinoma
hsa-mir-140,Brain Neoplasms
hsa-mir-140,Multiple Myeloma
hsa-mir-140,Head and Neck Neoplasms
hsa-mir-140,Surgical Wound Infection
hsa-mir-140,Laryngeal Neoplasms
hsa-mir-140,Chordoma
hsa-mir-140,Stroke
hsa-mir-140,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-141,"Lymphoma, Large B-Cell, Diffuse"
hsa-mir-141,Endometrial Neoplasms
hsa-mir-141,"Neoplasms, Hormone-Dependent"
hsa-mir-141,Atherosclerosis
hsa-mir-141,"Carcinoma, Hepatocellular"
hsa-mir-141,"Carcinoma, Renal Cell"
hsa-mir-141,Neoplasm Invasiveness
hsa-mir-141,Colonic Neoplasms
hsa-mir-141,Kidney Diseases
hsa-mir-141,"Carcinoma, Pancreatic Ductal"
hsa-mir-141,Thyroid Neoplasms
hsa-mir-141,"Thyroid Cancer, Papillary"
hsa-mir-141,Stomach Neoplasms
hsa-mir-141,Retinoblastoma
hsa-mir-141,Endometriosis
hsa-mir-141,"Cystadenocarcinoma, Serous"
hsa-mir-141,Astrocytoma
hsa-mir-141,Osteosarcoma
hsa-mir-141,Triple Negative Breast Neoplasms
hsa-mir-141,Esophageal Neoplasms
hsa-mir-141,Schizophrenia
hsa-mir-141,"Rhinitis, Allergic"
hsa-mir-141,"Lymphoma, T-Cell"
hsa-mir-141,"Colitis, Ulcerative"
hsa-mir-141,Hepatitis B
hsa-mir-141,Hirschsprung Disease
hsa-mir-141,Nasopharyngeal Neoplasms
hsa-mir-141,Adenocarcinoma
hsa-mir-141,Crohn Disease
hsa-mir-141,Brain Injuries
hsa-mir-141,Bile Duct Neoplasms
hsa-mir-141,Pancreatic Neoplasms
hsa-mir-141,Carcinogenesis
hsa-mir-141,Colorectal Neoplasms
hsa-mir-141,Keloid
hsa-mir-141,"Arthritis, Rheumatoid"
hsa-mir-141,Neuroblastoma
hsa-mir-141,Neuralgia
hsa-mir-141,Diabetes Mellitus
hsa-mir-141,Bone Resorption
hsa-mir-141,Glioma
hsa-mir-141,Small Cell Lung Carcinoma
hsa-mir-141,Kidney Neoplasms
hsa-mir-141,Hyperalgesia
hsa-mir-141,Neoplasm Metastasis
hsa-mir-141,Asthma
hsa-mir-141,Pulmonary Arterial Hypertension
hsa-mir-141,Lung Neoplasms
hsa-mir-141,"Carcinoma, Squamous Cell"
hsa-mir-141,Bone Neoplasms
hsa-mir-141,Ovarian Neoplasms
hsa-mir-141,Liver Neoplasms
hsa-mir-141,Urinary Bladder Neoplasms
hsa-mir-141,Uterine Cervical Neoplasms
hsa-mir-141,"Neoplasms, Experimental"
hsa-mir-141,Fetal Macrosomia
hsa-mir-141,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-141,Sepsis
hsa-mir-141,"Cell Transformation, Neoplastic"
hsa-mir-141,Glioblastoma
hsa-mir-141,Lymphatic Metastasis
hsa-mir-141,Osteoarthritis
hsa-mir-141,Retinal Neoplasms
hsa-mir-141,Fetal Growth Retardation
hsa-mir-141,"Pancreatitis, Chronic"
hsa-mir-141,Cerebral Hemorrhage
hsa-mir-141,"Diabetes Mellitus, Type 2"
hsa-mir-141,Myocardial Reperfusion Injury
hsa-mir-141,Prostatic Neoplasms
hsa-mir-141,Diabetic Nephropathies
hsa-mir-141,Neonatal Sepsis
hsa-mir-141,Breast Neoplasms
hsa-mir-141,Nasopharyngeal Carcinoma
hsa-mir-141,Obesity
hsa-mir-141,"Neoplasms, Glandular and Epithelial"
hsa-mir-141,"Carcinoma, Ovarian Epithelial"
hsa-mir-141,Cholangiocarcinoma
hsa-mir-141,Pre-Eclampsia
hsa-mir-141,Idiopathic Pulmonary Fibrosis
hsa-mir-141,"Carcinoma, Ductal, Breast"
hsa-mir-141,Esophageal Squamous Cell Carcinoma
hsa-mir-141,Chondrosarcoma
hsa-mir-141,Brain Neoplasms
hsa-mir-141,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-141,Head and Neck Neoplasms
hsa-mir-141,Myocardial Infarction
hsa-mir-141,Laryngeal Neoplasms
hsa-mir-141,Carcinoma
hsa-mir-141,Colitis
hsa-mir-141,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-142,Endometrial Neoplasms
hsa-mir-142,Papillomavirus Infections
hsa-mir-142,Atherosclerosis
hsa-mir-142,Epstein-Barr Virus Infections
hsa-mir-142,"Carcinoma, Hepatocellular"
hsa-mir-142,Neoplasm Invasiveness
hsa-mir-142,Colonic Neoplasms
hsa-mir-142,"Carcinoma, Pancreatic Ductal"
hsa-mir-142,Thyroid Neoplasms
hsa-mir-142,Retinoblastoma
hsa-mir-142,Endometriosis
hsa-mir-142,Stomach Neoplasms
hsa-mir-142,Tuberculosis
hsa-mir-142,Arteriosclerosis Obliterans
hsa-mir-142,Osteosarcoma
hsa-mir-142,Triple Negative Breast Neoplasms
hsa-mir-142,Liver Diseases
hsa-mir-142,Helicobacter Infections
hsa-mir-142,Esophageal Neoplasms
hsa-mir-142,Wound Infection
hsa-mir-142,Acute Kidney Injury
hsa-mir-142,Nasopharyngeal Neoplasms
hsa-mir-142,Adenocarcinoma
hsa-mir-142,"Diabetes Mellitus, Type 1"
hsa-mir-142,"Leukemia, B-Cell"
hsa-mir-142,Burkitt Lymphoma
hsa-mir-142,Thrombocytopenia
hsa-mir-142,"Neoplasms, Germ Cell and Embryonal"
hsa-mir-142,Pancreatic Neoplasms
hsa-mir-142,Graft vs Host Disease
hsa-mir-142,Carcinogenesis
hsa-mir-142,Colorectal Neoplasms
hsa-mir-142,"Cholesteatoma, Middle Ear"
hsa-mir-142,Adenoma
hsa-mir-142,Tongue Neoplasms
hsa-mir-142,Neuroblastoma
hsa-mir-142,Neuralgia
hsa-mir-142,Glioma
hsa-mir-142,Reperfusion Injury
hsa-mir-142,"Adenocarcinoma, Follicular"
hsa-mir-142,Neoplasm Metastasis
hsa-mir-142,Skin Neoplasms
hsa-mir-142,Liver Cirrhosis
hsa-mir-142,Diabetic Retinopathy
hsa-mir-142,Melanoma
hsa-mir-142,Lung Neoplasms
hsa-mir-142,Bone Neoplasms
hsa-mir-142,"Carcinoma, Squamous Cell"
hsa-mir-142,Ovarian Neoplasms
hsa-mir-142,Liver Neoplasms
hsa-mir-142,"Neoplasms, Radiation-Induced"
hsa-mir-142,"Lymphoma, Extranodal NK-T-Cell"
hsa-mir-142,Uterine Cervical Neoplasms
hsa-mir-142,"Diabetes Mellitus, Experimental"
hsa-mir-142,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-142,"Cell Transformation, Neoplastic"
hsa-mir-142,Sepsis
hsa-mir-142,Glioblastoma
hsa-mir-142,Lymphatic Metastasis
hsa-mir-142,Thyroiditis
hsa-mir-142,"Lupus Erythematosus, Systemic"
hsa-mir-142,Sjogren's Syndrome
hsa-mir-142,Retinal Neoplasms
hsa-mir-142,Osteoarthritis
hsa-mir-142,Psoriasis
hsa-mir-142,Adenocarcinoma of Lung
hsa-mir-142,"Leukemia, Myeloid, Acute"
hsa-mir-142,Myocardial Reperfusion Injury
hsa-mir-142,Diabetic Nephropathies
hsa-mir-142,Prostatic Neoplasms
hsa-mir-142,Breast Neoplasms
hsa-mir-142,Staphylococcal Skin Infections
hsa-mir-142,"Lymphoma, B-Cell, Marginal Zone"
hsa-mir-142,Mouth Neoplasms
hsa-mir-142,Obesity
hsa-mir-142,Intervertebral Disc Degeneration
hsa-mir-142,"Carcinoma, Ovarian Epithelial"
hsa-mir-142,Pre-Eclampsia
hsa-mir-142,Idiopathic Pulmonary Fibrosis
hsa-mir-142,Esophageal Squamous Cell Carcinoma
hsa-mir-142,Zika Virus Infection
hsa-mir-142,Brain Neoplasms
hsa-mir-142,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-142,Granulomatosis with Polyangiitis
hsa-mir-142,Testicular Neoplasms
hsa-mir-142,Carcinoma
hsa-mir-142,Spinal Cord Injuries
hsa-mir-142,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-143,"Prostatic Neoplasms, Castration-Resistant"
hsa-mir-143,Intracranial Aneurysm
hsa-mir-143,Papillomavirus Infections
hsa-mir-143,Carotid Artery Injuries
hsa-mir-143,Atherosclerosis
hsa-mir-143,"Carcinoma, Hepatocellular"
hsa-mir-143,"Pneumonia, Mycoplasma"
hsa-mir-143,"Carcinoma, Renal Cell"
hsa-mir-143,Neoplasm Invasiveness
hsa-mir-143,Colonic Neoplasms
hsa-mir-143,"Carcinoma, Pancreatic Ductal"
hsa-mir-143,Vascular Diseases
hsa-mir-143,"Thyroid Cancer, Papillary"
hsa-mir-143,Thyroid Neoplasms
hsa-mir-143,Stomach Neoplasms
hsa-mir-143,Endometriosis
hsa-mir-143,"Abortion, Habitual"
hsa-mir-143,Astrocytoma
hsa-mir-143,"Neoplasms, Squamous Cell"
hsa-mir-143,Osteosarcoma
hsa-mir-143,Hyperglycemia
hsa-mir-143,"Infarction, Middle Cerebral Artery"
hsa-mir-143,Helicobacter Infections
hsa-mir-143,Esophageal Neoplasms
hsa-mir-143,"Rhinitis, Allergic"
hsa-mir-143,"Colitis, Ulcerative"
hsa-mir-143,Nasopharyngeal Neoplasms
hsa-mir-143,Adenocarcinoma
hsa-mir-143,"Diabetes Mellitus, Type 1"
hsa-mir-143,Uterine Cervical Dysplasia
hsa-mir-143,"Leukemia, B-Cell"
hsa-mir-143,"Neoplasm Recurrence, Local"
hsa-mir-143,Venous Thrombosis
hsa-mir-143,Pancreatic Neoplasms
hsa-mir-143,Carcinogenesis
hsa-mir-143,Colorectal Neoplasms
hsa-mir-143,"Diabetes, Gestational"
hsa-mir-143,Central Nervous System Neoplasms
hsa-mir-143,Hyperhomocysteinemia
hsa-mir-143,Adenoma
hsa-mir-143,Neuroblastoma
hsa-mir-143,Brain Ischemia
hsa-mir-143,Diabetic Cardiomyopathies
hsa-mir-143,Nose Neoplasms
hsa-mir-143,Bone Resorption
hsa-mir-143,Glioma
hsa-mir-143,"Carcinoma, Transitional Cell"
hsa-mir-143,Aortic Dissection
hsa-mir-143,Kidney Neoplasms
hsa-mir-143,Osteoporosis
hsa-mir-143,Neoplasm Metastasis
hsa-mir-143,Skin Neoplasms
hsa-mir-143,Asthma
hsa-mir-143,Glaucoma
hsa-mir-143,Vascular System Injuries
hsa-mir-143,Melanoma
hsa-mir-143,Lung Neoplasms
hsa-mir-143,Bone Neoplasms
hsa-mir-143,"Carcinoma, Squamous Cell"
hsa-mir-143,Ovarian Neoplasms
hsa-mir-143,Liver Neoplasms
hsa-mir-143,Urinary Bladder Neoplasms
hsa-mir-143,Uterine Cervical Neoplasms
hsa-mir-143,Polycystic Ovary Syndrome
hsa-mir-143,"Bone Diseases, Metabolic"
hsa-mir-143,"Neoplasms, Experimental"
hsa-mir-143,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-143,"Cell Transformation, Neoplastic"
hsa-mir-143,Glioblastoma
hsa-mir-143,Squamous Cell Carcinoma of Head and Neck
hsa-mir-143,Lymphatic Metastasis
hsa-mir-143,Hemangioma
hsa-mir-143,"Osteoporosis, Postmenopausal"
hsa-mir-143,Adenocarcinoma of Lung
hsa-mir-143,Gallbladder Neoplasms
hsa-mir-143,"Diabetes Mellitus, Type 2"
hsa-mir-143,"Leukemia, Myeloid, Acute"
hsa-mir-143,Prostatic Neoplasms
hsa-mir-143,Diabetic Nephropathies
hsa-mir-143,Gastrointestinal Neoplasms
hsa-mir-143,Gastrointestinal Stromal Tumors
hsa-mir-143,Breast Neoplasms
hsa-mir-143,Mouth Neoplasms
hsa-mir-143,Alzheimer Disease
hsa-mir-143,Nasopharyngeal Carcinoma
hsa-mir-143,Obesity
